laser_W,scan_mm_s,pulse_kHz,n_passes,plasma_s,n_cycles,mask_um,wafer_um,duty_cycle,beol_k,beol_thickness_um,pulse_regime_code,street_width_um,die_strength_MPa,HAZ_depth_um,throughput_mm2_s,delamination_risk
11.744667844096757,116.38940957447787,52.47914532927936,4,3039.810717600817,50,13.312808188042057,298.5612103689994,0.5892624923188806,3.389623120439206,8.526828432972257,2,22.501398743312116,637.1826405742701,0.7803686688578612,0.2058261273538976,0.0
26.579473058747165,316.5844880996367,94.95678358060772,3,684.9590134363889,30,5.112815700492587,276.48415551011135,0.6824705604168251,2.8461546895181318,5.0694204340950675,2,20.546686300939484,802.9091875401645,0.5657488373469305,0.918199060556775,0.0024038181646126415
8.37741262556028,388.5953360776327,128.80314837135887,2,1530.725626676867,30,18.121293183933005,375.26631848359364,0.42201567703816323,2.7716007122405935,4.574955128607537,2,20.7972864253911,1006.2310980219146,0.43669901883359646,0.43250311576463474,0.025280206835369586
20.57967861715106,133.60613743295391,174.89662214800967,3,1318.1083289788564,80,17.900231923781966,46.96301305194788,0.40250535449109437,2.0554750937212263,5.602714933194296,1,18.841677295895796,330.0305708630789,3.048682589518046,0.4745142630805412,0.056801980922271365
19.50830964967127,219.47845312756903,150.79923169345392,1,1198.5463319046398,80,9.206872860162086,64.56072983883607,0.6661973363857383,3.3761627402153747,5.523017237726272,2,20.166098615333976,1121.869604188709,0.3623836391817421,0.5363525203149548,0.011650499881140221
23.943221132707286,298.9690781950476,129.39682402951556,2,1843.9675480670123,80,15.486220720408399,291.6785792461562,0.9388537179520404,1.995385476577539,7.832120936610475,2,22.035014099296944,987.1797256979738,0.4878871542317355,0.39567464783400974,0.02397214152817403
8.719100305812448,489.05152552918196,183.4903333580781,5,3067.121482629211,20,6.950339633868166,325.7052170193655,0.9311771438051226,2.2524214628968973,6.311475260977495,2,23.361108777214216,693.093414196943,0.7213312532447832,0.23043987451331063,0.0016985882642540813
5.709134127838026,387.68790913069614,52.3987594285358,1,2138.2761697862343,80,18.794771753549107,49.78093627152803,0.8571855516511449,1.9133730149040724,4.754479830433001,1,20.308745233075086,471.98219057383176,2.0250022438182103,0.32151063167604726,0.053932261490102676
10.64673571043311,149.8218823341134,93.24961355113663,5,2358.369194438198,100,16.765083190517224,235.1784820023197,0.35957909298808943,2.5019237825575176,8.544967767767282,0,20.82650021966447,157.49817059770797,19.591633222427564,0.29472755813974594,0.48794696093723033
26.2072802068765,158.1894152746127,110.976550512219,1,729.2006657046126,100,16.986006763085534,180.76901401420923,0.8468235867502925,1.8169227533723964,4.920369262066165,1,20.696504438429695,426.55109281026006,2.1760445548341942,0.8341911645736221,0.07079377532101873
26.619457385019352,123.78566064013539,107.11557624663342,1,1889.32218353573,20,19.599859472912758,315.8841955381856,0.37797162644733495,2.2587225353513602,8.904961633514542,2,21.15918109221534,989.0651325095557,0.3915484088063653,0.3869461858111153,0.025774879834442942
9.567809473164061,452.0392485216279,171.85030971668812,2,3475.240895333856,80,18.73714781264512,305.5931887381578,0.87463126859291,2.2201494585475827,3.129972455208253,1,20.34183269092051,406.72543567517744,2.2963019173878956,0.19710571782246775,0.07413131674402719
19.45839787315682,177.65190915631743,128.90333729268127,3,2170.30418218476,20,19.693025783154006,239.27335017091542,0.10576799439787915,3.1135036420831605,9.826125710721165,1,16.951368712104472,357.80632674892377,2.7807035148295918,0.3177501159404356,0.001864648016959531
19.442197312946483,340.89567055185034,194.36346396865716,1,2099.9184709758556,10,15.64965714780502,91.46002767799705,0.4492600586060673,1.9069223473734513,7.807046910206214,0,22.33675205295212,163.0994189459438,17.427740437710607,0.31297663023025984,0.825602844167243
27.883099002794147,150.96120361956253,61.0344357995948,4,810.9787607076541,20,13.779189648906534,211.21438517456988,0.24718907457683226,2.945346844136365,4.544139102766384,0,23.356579900107505,160.7733587786205,17.367696076722,0.7155956467769718,0.27255198992972307
19.468962583087563,178.89397891834741,171.22051277203522,5,3566.086000103459,30,6.110036519487219,386.13217754660025,0.8208253329477481,2.6181428441779566,8.508272513437085,2,24.81623066961756,582.1611796772626,1.2189504485271818,0.185159683584139,0.03500667296993123
13.138640402517611,497.61070848399373,167.1785753114567,2,2056.6054163387635,10,17.917991399820533,57.5555770805853,0.7375768812224794,3.141562860298748,8.393571037728918,0,20.429421454247617,161.81003314592448,15.26543067915905,0.3707169559450167,0.17845860437719832
18.535249590754113,145.04546621622288,111.04217009589593,1,2833.1421790421973,10,17.48189050798237,77.09937967007409,0.733407192340118,3.195875250270886,9.854626582974351,1,21.220093758824202,418.38839861268485,2.019293618466639,0.23048081400728515,0.008983091404862649
27.845941691829072,290.45882878750126,179.56793616456272,4,2704.7056981856185,100,16.050088589719053,239.00679469731216,0.18446063808997562,2.465346724717929,2.5899281071824474,1,17.44048567927292,343.6353423043209,3.2083236903515737,0.23659228039235747,0.05545718540325878
28.344222748921066,373.6201792300132,173.56720375891575,3,2349.9601407704276,100,3.683709755378212,291.80755904415923,0.6121232688370224,3.204127277689679,6.257283787794753,0,22.889655713351374,126.81966965490085,17.00981170582915,0.2896310429079581,0.15162954493153669
8.183961798041777,390.44940437359213,92.01236027997493,3,1171.8526812120547,100,12.5950179590501,206.68710337984388,0.9089413887236361,1.9462211413037045,7.569235602727142,1,18.119328075089395,425.6995784340504,2.3888436668553332,0.5459651634016986,0.04667781700945777
28.591944130729694,179.71933627179448,126.82604867566026,3,1090.1042734108685,10,18.018118471770553,320.9678305947536,0.6011519410485913,2.1781707731853124,6.461980660970451,2,21.021512792311196,750.3165003332181,0.7421532926881507,0.5940657593713519,0.013374371958710786
11.160149226274388,329.75121923917277,109.12801490433463,1,3576.069685744335,80,5.58413434288313,246.23522224357401,0.726593595493111,2.0321238043115066,4.50076517680937,0,25.038507915747534,167.86409930387106,14.29278793338037,0.21354962332838276,0.757149901245012
19.624567005641957,290.6353686823082,88.42250321418385,2,653.6742626909258,10,12.859493069589611,96.66635254752805,0.9779796805841383,1.9827112882564504,5.616710306616867,2,21.124733176583543,909.6750565415969,0.4339065165787129,0.963909827159899,0.02201983705810373
13.818585392410128,307.9332297336927,114.00817155953617,1,721.8526856182357,20,19.065419021178652,85.96364678249432,0.8668470992164977,3.1976331704095484,5.130350056624864,0,22.407829674446273,153.75283864226174,14.366632782343753,0.8525884321597414,0.1580254409553604
22.281786986015117,465.18964240275125,173.42106996418832,1,2844.6728252437347,20,4.473582492947227,184.6960901102581,0.45707669843808274,2.143685759758324,9.503240869087914,0,22.11523724692252,163.32402559494986,16.757065754662452,0.2295009694752203,0.7018250249919106
